Bill No,Doc. Date,Vou No,Bill Date,Party Name,State,City Name,Product Name (Overwrite),category,HSN Code,Packing,Qty,Purchase Rate,Purchase Amt,CGST Amount,SGST Amount,IGST Amount,Total Amount,Category
CLI13471,12-11-2020,  PW/142,13-11-2020,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,"FER ASCOR,FOLIC,VIT B12 TAB   10 TAB",,21069099,10 TAB,4320,9,38880,,,6998.4,45878.4,SUPPLEMENT
CLI13471,12-11-2020,  PW/142,13-11-2020,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,"FER ASCOR,FOLIC,VIT B12 TAB   10 TAB",,21069099,10 TAB,600,9,5400,,,972,6372,SUPPLEMENT
CLI13543,12-11-2020,  PW/166,21-11-2020,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,"FER ASCOR,FOLIC,VIT B12 TAB   10 TAB",,21069099,10 TAB,4800,9,43200,,,7776,50976,SUPPLEMENT
CLI14599,02-12-2020,  PW/262,07-12-2020,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,"FER ASCOR,FOLIC,VIT B12 TAB   10 TAB",,21069099,10 TAB,8400,9,75600,,,13608,89208,SUPPLEMENT
CLI16316,28-12-2020,  PW/440,29-12-2020,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,"FER ASCOR,FOLIC,VIT B12 TAB   10 TAB",,21069099,10 TAB,4800,9,43200,,,7776,50976,SUPPLEMENT
CLI20434,23-02-2021,  PW/943,27-02-2021,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,"FER ASCOR,FOLIC,VIT B12 TAB   10 TAB",,21069099,10 TAB,8400,9,75600,,,13608,89208,SUPPLEMENT
CLI21137,05-03-2021,  PW/977,05-03-2021,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,"FER ASCOR,FOLIC,VIT B12 TAB   10 TAB",,21069099,10 TAB,4800,9,43200,,,7776,50976,SUPPLEMENT
CLI13002,06-11-2020,  PW/144,13-11-2020,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,"VOGLI 0.2,GLIME2,MET500SR     10 TAB",,3004,10 TAB,9450,9.3,87885,,,10546.2,98431.2,DIABETIC
CLI14173,25-11-2020,  PW/199,26-11-2020,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,"VOGLI 0.2,GLIME2,MET500SR     10 TAB",,3004,10 TAB,4050,9.3,37665,,,4519.8,42184.8,DIABETIC
CLI14089,25-11-2020,  PW/215,30-11-2020,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,"VOGLI 0.2,GLIME2,MET500SR     10 TAB",,3004,10 TAB,12150,9.3,112995,,,13559.4,126554.4,DIABETIC
CLI16311,28-12-2020,  PW/461,31-12-2020,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,"VOGLI 0.2,GLIME2,MET500SR     10 TAB",,3004,10 TAB,4520,9.3,42036,,,5044.32,47080.32,DIABETIC
CLI17811,19-01-2021,  PW/607,20-01-2021,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,"VOGLI 0.2,GLIME2,MET500SR     10 TAB",,3004,10 TAB,9450,9.3,87885,,,10546.2,98431.2,DIABETIC
CLI17812,19-01-2021,  PW/643,25-01-2021,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,"VOGLI 0.2,GLIME2,MET500SR     10 TAB",,3004,10 TAB,16200,9.3,150660,,,18079.2,168739.2,DIABETIC
CLI19927,17-02-2021,  PW/876,18-02-2021,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,"VOGLI 0.2,GLIME2,MET500SR     10 TAB",,3004,10 TAB,4860,9.3,45198,,,5423.76,50621.76,DIABETIC
CLI19927,17-02-2021,  PW/876,18-02-2021,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,"VOGLI 0.2,GLIME2,MET500SR     10 TAB",,3004,10 TAB,4460,9.3,41478,,,4977.36,46455.36,DIABETIC
CLI20231,26-02-2021,  PW/928,26-02-2021,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,"VOGLI 0.2,GLIME2,MET500SR     10 TAB",,3004,10 TAB,9450,9.3,87885,,,10546.2,98431.2,DIABETIC
CLI20767,01-03-2021,  PW/991,08-03-2021,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,"VOGLI 0.2,GLIME2,MET500SR     10 TAB",,3004,10 TAB,9450,9.3,87885,,,10546.2,98431.2,DIABETIC
MP-01144,17-11-2020,  PW/146,18-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,CETROS PLUS DS SUSP           60ML,,3004,60ML,400,10,4000,240,240,,4480,COUGH & COLD
MP-01247,07-12-2020,  PW/255,07-12-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,CETROS PLUS DS SUSP           60ML,,3004,60ML,800,10,8000,480,480,,8960,COUGH & COLD
MP-01289,14-12-2020,  PW/317,14-12-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,CETROS PLUS DS SUSP           60ML,,3004,60ML,600,10,6000,360,360,,6720,COUGH & COLD
MP-01409,02-01-2021,  PW/476,04-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,CETROS PLUS DS SUSP           60ML,,3004,60ML,400,10,4000,240,240,,4480,COUGH & COLD
MP-01634,10-02-2021,  PW/784,10-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,CETROS PLUS DS SUSP           60ML,,3004,60ML,800,10,8000,480,480,,8960,COUGH & COLD
MP-01647,11-02-2021,  PW/797,12-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,CETROS PLUS DS SUSP           60ML,,3004,60ML,400,10,4000,240,240,,4480,COUGH & COLD
MP-01754,02-03-2021,  PW/942,02-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,CETROS PLUS DS SUSP           60ML,,3004,60ML,400,10,4000,240,240,,4480,COUGH & COLD
MP-01759,02-03-2021,  PW/948,02-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,CETROS PLUS DS SUSP           60ML,,3004,60ML,400,10,4000,240,240,,4480,COUGH & COLD
MP-01840,15-03-2021,  PW/1062,16-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,CETROS PLUS DS SUSP           60ML,,3004,60ML,400,10,4000,240,240,,4480,COUGH & COLD
MP-01144,17-11-2020,  PW/146,18-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,DONJIL-10 TAB                 10 TAB,,3004,10 TAB,500,21.39,10695,641.7,641.7,,11978.4,A TO Z
MP-01274,11-12-2020,  PW/298,12-12-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,DONJIL-10 TAB                 10 TAB,,3004,10 TAB,500,21.39,10695,641.7,641.7,,11978.4,A TO Z
MP-01754,02-03-2021,  PW/942,02-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,DONJIL-10 TAB                 10 TAB,,3004,10 TAB,500,21.39,10695,641.7,641.7,,11978.4,A TO Z
MP-01136,17-11-2020,  PW/147,18-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,PARACETAMOL 650MG TAB         10 TAB,,3004,10 TAB,6000,3.5,21000,1260,1260,,23520,ANTACID
MP-01239,04-12-2020,  PW/245,05-12-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,PARACETAMOL 650MG TAB         10 TAB,,3004,10 TAB,6000,3.5,21000,1260,1260,,23520,ANTACID
MP-01347,23-12-2020,  PW/386,23-12-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,PARACETAMOL 650MG TAB         10 TAB,,3004,10 TAB,10000,3.5,35000,2100,2100,,39200,ANTACID
MP-01769,04-03-2021,  PW/959,04-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,PARACETAMOL 650MG TAB         10 TAB,,3004,10 TAB,10000,3.5,35000,2100,2100,,39200,ANTACID
MP-01147,18-11-2020,  PW/150,18-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,FEBUCID-80TAB                 10 TAB,,3004,10 TAB,610,26,15860,951.6,951.6,,17763.2,A TO Z
MP-01374,28-12-2020,  PW/427,28-12-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,FEBUCID-80TAB                 10 TAB,,3004,10 TAB,600,26,15600,936,936,,17472,A TO Z
MP-01403,02-01-2021,  PW/479,04-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,FEBUCID-80TAB                 10 TAB,,3004,10 TAB,610,26,15860,951.6,951.6,,17763.2,A TO Z
MP-01580,03-02-2021,  PW/701,03-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,FEBUCID-80TAB                 10 TAB,,3004,10 TAB,730,26,18980,1138.8,1138.8,,21257.6,A TO Z
MP-01839,15-03-2021,  PW/1058,15-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,FEBUCID-80TAB                 10 TAB,,3004,10 TAB,600,26,15600,936,936,,17472,A TO Z
MP-01138,17-11-2020,  PW/148,18-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,MET 500PR+GLIME 2TAB          10 TAB,,3004,10 TAB,10080,5.3,53424,3205.44,3205.44,,59834.88,DIABETIC
MP-01346,23-12-2020,  PW/385,23-12-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,MET 500PR+GLIME 2TAB          10 TAB,,3004,10 TAB,10,5.3,53,3.18,3.18,,59.36,DIABETIC
MP-01346,23-12-2020,  PW/385,23-12-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,MET 500PR+GLIME 2TAB          10 TAB,,3004,10 TAB,10,5.3,53,3.18,3.18,,59.36,DIABETIC
MP-01346,23-12-2020,  PW/385,23-12-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,MET 500PR+GLIME 2TAB          10 TAB,,3004,10 TAB,20,5.3,106,6.36,6.36,,118.72,DIABETIC
MP-01346,23-12-2020,  PW/385,23-12-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,MET 500PR+GLIME 2TAB          10 TAB,,3004,10 TAB,5670,5.3,30051,1803.06,1803.06,,33657.12,DIABETIC
MP-01509,20-01-2021,  PW/612,20-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,MET 500PR+GLIME 2TAB          10 TAB,,3004,10 TAB,11200,5.3,59360,3561.6,3561.6,,66483.2,DIABETIC
MP-01583,03-02-2021,  PW/709,04-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,MET 500PR+GLIME 2TAB          10 TAB,,3004,10 TAB,9310,5.3,49343,2960.58,2960.58,,55264.16,DIABETIC
MP-01583,03-02-2021,  PW/709,04-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,MET 500PR+GLIME 2TAB          10 TAB,,3004,10 TAB,760,5.3,4028,241.68,241.68,,4511.36,DIABETIC
MP-01801,08-03-2021,  PW/1000,08-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,MET 500PR+GLIME 2TAB          10 TAB,,3004,10 TAB,9600,5.3,50880,3052.8,3052.8,,56985.6,DIABETIC
LEEFORD/2415,18-11-2020,  PW/151,19-11-2020,WELLNESS INDIA,Maharashtra,Phursungi S.O-Haveli,BABIT WIPES 25(18%)           PIECE,,4014,PIECE,120,30,3600,324,324,,4248,COUNTER
LEEFORD/2779,07-12-2020,  PW/265,08-12-2020,WELLNESS INDIA,Maharashtra,Phursungi S.O-Haveli,BABIT WIPES 25(18%)           PIECE,,4014,PIECE,180,30,5400,486,486,,6372,COUNTER
LEEFORD/3292,06-01-2021,  PW/516,06-01-2021,WELLNESS INDIA,Maharashtra,Phursungi S.O-Haveli,BABIT WIPES 25(18%)           PIECE,,4014,PIECE,120,30,3600,324,324,,4248,COUNTER
LEEFORD/3817,06-02-2021,  PW/744,06-02-2021,WELLNESS INDIA,Maharashtra,Phursungi S.O-Haveli,BABIT WIPES 25(18%)           PIECE,,4014,PIECE,120,30,3600,324,324,,4248,COUNTER
R/4226,19-11-2020,  PW/153,19-11-2020,NAMOH GENERICS,Maharashtra,BHIWANDI,SKINSHINE SOAP                75 GM,,33049990,75 GM,288,21,6048,527.99,527.99,,7103.98,COUNTER
R/4228,19-11-2020,  PW/154,19-11-2020,NAMOH GENERICS,Maharashtra,BHIWANDI,SKINSHINE SOAP                75 GM,,33049990,75 GM,288,21,6048,527.99,527.99,,7103.98,COUNTER
R/4812,15-12-2020,  PW/327,15-12-2020,NAMOH GENERICS,Maharashtra,BHIWANDI,SKINSHINE SOAP                75 GM,,33049990,75 GM,288,21,6048,527.99,527.99,,7103.98,COUNTER
R/5490,19-01-2021,  PW/601,19-01-2021,NAMOH GENERICS,Maharashtra,BHIWANDI,SKINSHINE SOAP                75 GM,,33049990,75 GM,288,21,6048,527.99,527.99,,7103.98,COUNTER
R/5806,04-02-2021,  PW/721,04-02-2021,NAMOH GENERICS,Maharashtra,BHIWANDI,SKINSHINE SOAP                75 GM,,33049990,75 GM,288,21,6048,527.99,527.99,,7103.98,COUNTER
R/6402,01-03-2021,  PW/931,01-03-2021,NAMOH GENERICS,Maharashtra,BHIWANDI,SKINSHINE SOAP                75 GM,,33049990,75 GM,288,21,6048,527.99,527.99,,7103.98,COUNTER
R/6659,12-03-2021,  PW/1035,12-03-2021,NAMOH GENERICS,Maharashtra,BHIWANDI,SKINSHINE SOAP                75 GM,,33049990,75 GM,288,21,6048,527.99,527.99,,7103.98,COUNTER
R/4228,19-11-2020,  PW/154,19-11-2020,NAMOH GENERICS,Maharashtra,BHIWANDI,FOLIRANGE CAP                 30CAP,,30049011,30CAP,140,26.5,3710,215.92,215.92,,4141.84,SUPPLEMENT
R/4812,15-12-2020,  PW/327,15-12-2020,NAMOH GENERICS,Maharashtra,BHIWANDI,FOLIRANGE CAP                 30CAP,,30049011,30CAP,280,26.5,7420,431.84,431.84,,8283.68,SUPPLEMENT
R/5490,19-01-2021,  PW/601,19-01-2021,NAMOH GENERICS,Maharashtra,BHIWANDI,FOLIRANGE CAP                 30CAP,,30049011,30CAP,140,26.5,3710,215.92,215.92,,4141.84,SUPPLEMENT
R/5806,04-02-2021,  PW/721,04-02-2021,NAMOH GENERICS,Maharashtra,BHIWANDI,FOLIRANGE CAP                 30CAP,,30049011,30CAP,140,26.5,3710,215.92,215.92,,4141.84,SUPPLEMENT
R/6402,01-03-2021,  PW/931,01-03-2021,NAMOH GENERICS,Maharashtra,BHIWANDI,FOLIRANGE CAP                 30CAP,,30049011,30CAP,140,27,3780,220,220,,4220,SUPPLEMENT
S-511,19-11-2020,  PW/155,19-11-2020,MATOSHREE PHARMACEUTICALS,Maharashtra,Sangli City S.O-Miraj,DARBECON 40MG                 1,,3004,1,2,928.57,1857.14,111.43,111.43,,2080,A TO Z
S-514,19-11-2020,  PW/157,19-11-2020,MATOSHREE PHARMACEUTICALS,Maharashtra,Sangli City S.O-Miraj,DARBECON 40MG                 1,,3004,1,4,910.71,3642.84,218.57,218.57,,4079.98,A TO Z
S-561,04-12-2020,  PW/238,04-12-2020,MATOSHREE PHARMACEUTICALS,Maharashtra,Sangli City S.O-Miraj,DARBECON 40MG                 1,,3004,1,5,892.85,4464.25,267.86,267.86,,4999.97,A TO Z
S-651,13-01-2021,  PW/561,13-01-2021,MATOSHREE PHARMACEUTICALS,Maharashtra,Sangli City S.O-Miraj,DARBECON 40MG                 1,,3004,1,1,892.85,892.85,53.57,53.57,,999.99,A TO Z
S-651,13-01-2021,  PW/561,13-01-2021,MATOSHREE PHARMACEUTICALS,Maharashtra,Sangli City S.O-Miraj,DARBECON 40MG                 1,,3004,1,4,892.85,3571.4,214.28,214.28,,3999.96,A TO Z
S-709,29-01-2021,  PW/671,30-01-2021,MATOSHREE PHARMACEUTICALS,Maharashtra,Sangli City S.O-Miraj,DARBECON 40MG                 1,,3004,1,4,892.85,3571.4,214.28,214.28,,3999.96,A TO Z
S-709,29-01-2021,  PW/671,30-01-2021,MATOSHREE PHARMACEUTICALS,Maharashtra,Sangli City S.O-Miraj,DARBECON 40MG                 1,,3004,1,1,892.85,892.85,53.57,53.57,,999.99,A TO Z
OTC/2642,18-11-2020,  PW/158,20-11-2020,WELLNESS INDIA,Maharashtra,Phursungi S.O-Haveli,COFSILS ORANGE TAB            10 TAB,,30049099,10 TAB,3120,15.56,48547.2,2912.83,2912.83,,54372.86,COUNTER
OTC/2817,02-12-2020,  PW/226,03-12-2020,WELLNESS INDIA,Maharashtra,Phursungi S.O-Haveli,COFSILS ORANGE TAB            10 TAB,,30049099,10 TAB,3120,15.56,48547.2,2912.83,2912.83,,54372.86,COUNTER
OTC/2859,07-12-2020,  PW/259,07-12-2020,WELLNESS INDIA,Maharashtra,Phursungi S.O-Haveli,COFSILS ORANGE TAB            10 TAB,,30049099,10 TAB,3120,15.56,48547.2,2912.83,2912.83,,54372.86,COUNTER
OTC/3038,28-12-2020,  PW/424,28-12-2020,WELLNESS INDIA,Maharashtra,Phursungi S.O-Haveli,COFSILS ORANGE TAB            10 TAB,,30049099,10 TAB,3120,15.56,48547.2,2912.83,2912.83,,54372.86,COUNTER
MP-01159,19-11-2020,  PW/160,20-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,IVABRADINE HCL 5MG            10 TAB,,3004,10 TAB,1670,34,56780,3406.8,3406.8,,63593.6,A TO Z
MP-01159,19-11-2020,  PW/160,20-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,IVABRADINE HCL 5MG            10 TAB,,3004,10 TAB,540,34,18360,1101.6,1101.6,,20563.2,A TO Z
MP-01579,03-02-2021,  PW/703,03-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,IVABRADINE HCL 5MG            10 TAB,,3004,10 TAB,2000,34,68000,4080,4080,,76160,A TO Z
MP-01159,19-11-2020,  PW/160,20-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,ESOMEPRAZOLE&LEVOSULPRIDE CAP 10 CAP,,3004,10 CAP,2160,26,56160,3369.6,3369.6,,62899.2,ANTACID
MP-01160,19-11-2020,  PW/161,20-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,METOPROLOL ER 25 TAB          10 TAB,,3004,10 TAB,14640,4.6,67344,4040.64,4040.64,,75425.28,CARDIAC
MP-01163,20-11-2020,  PW/168,21-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,METOPROLOL ER 25 TAB          10 TAB,,3004,10 TAB,14640,4.6,67344,4040.64,4040.64,,75425.28,CARDIAC
MP-01369,25-12-2020,  PW/419,26-12-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,METOPROLOL ER 25 TAB          10 TAB,,3004,10 TAB,14640,4.6,67344,4040.64,4040.64,,75425.28,CARDIAC
MP-01415,04-01-2021,  PW/496,05-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,METOPROLOL ER 25 TAB          10 TAB,,3004,10 TAB,21960,4.6,101016,6060.96,6060.96,,113137.92,CARDIAC
MP-01577,03-02-2021,  PW/700,03-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,METOPROLOL ER 25 TAB          10 TAB,,3004,10 TAB,5620,4.6,25852,1551.12,1551.12,,28954.24,CARDIAC
MP-01577,03-02-2021,  PW/700,03-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,METOPROLOL ER 25 TAB          10 TAB,,3004,10 TAB,17080,4.6,78568,4714.08,4714.08,,87996.16,CARDIAC
MP-01670,15-02-2021,  PW/830,15-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,METOPROLOL ER 25 TAB          10 TAB,,3004,10 TAB,14640,4.6,67344,4040.64,4040.64,,75425.28,CARDIAC
MP-01787,05-03-2021,  PW/981,06-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,METOPROLOL ER 25 TAB          10 TAB,,3004,10 TAB,12200,4.6,56120,3367.2,3367.2,,62854.4,CARDIAC
MP-01801,08-03-2021,  PW/1000,08-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,METOPROLOL ER 25 TAB          10 TAB,,3004,10 TAB,10,4.6,46,2.76,2.76,,51.52,CARDIAC
MP-01801,08-03-2021,  PW/1000,08-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,METOPROLOL ER 25 TAB          10 TAB,,3004,10 TAB,10,4.6,46,2.76,2.76,,51.52,CARDIAC
MP-01801,08-03-2021,  PW/1000,08-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,METOPROLOL ER 25 TAB          10 TAB,,3004,10 TAB,5100,4.6,23460,1407.6,1407.6,,26275.2,CARDIAC
MP-01808,08-03-2021,  PW/1013,10-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,METOPROLOL ER 25 TAB          10 TAB,,3004,10 TAB,9760,4.6,44896,2693.76,2693.76,,50283.52,CARDIAC
MP-01160,19-11-2020,  PW/161,20-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,TORSE 10+SPIRO 50MG           10 TAB,,3004,10 TAB,3000,14.5,43500,2610,2610,,48720,CARDIAC
MP-01163,20-11-2020,  PW/168,21-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,TORSE 10+SPIRO 50MG           10 TAB,,3004,10 TAB,4800,14.5,69600,4176,4176,,77952,CARDIAC
MP-01160,19-11-2020,  PW/161,20-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,NIFEDIPINE SR 20TAB           10 TAB,,3004,10 TAB,6000,5,30000,1800,1800,,33600,CARDIAC
MP-01373,28-12-2020,  PW/450,31-12-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,NIFEDIPINE SR 20TAB           10 TAB,,3004,10 TAB,4260,5,21300,1278,1278,,23856,CARDIAC
MP-01161,20-11-2020,  PW/162,20-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,CINAXIN-25 TAB                10 TAB,,3004,10 TAB,1000,3.84,3840,230.4,230.4,,4300.8,A TO Z
MP-01247,07-12-2020,  PW/255,07-12-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,CINAXIN-25 TAB                10 TAB,,3004,10 TAB,500,3.84,1920,115.2,115.2,,2150.4,A TO Z
MP-01376,29-12-2020,  PW/443,30-12-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,CINAXIN-25 TAB                10 TAB,,3004,10 TAB,500,3.84,1920,115.2,115.2,,2150.4,A TO Z
MP-01580,03-02-2021,  PW/701,03-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,CINAXIN-25 TAB                10 TAB,,3004,10 TAB,560,3.84,2150.4,129.02,129.02,,2408.44,A TO Z
MP-01772,04-03-2021,  PW/960,04-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,CINAXIN-25 TAB                10 TAB,,3004,10 TAB,1000,3.84,3840,230.4,230.4,,4300.8,A TO Z
MP-01790,05-03-2021,  PW/978,05-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,CINAXIN-25 TAB                10 TAB,,3004,10 TAB,1000,3.84,3840,230.4,230.4,,4300.8,A TO Z
MP-01161,20-11-2020,  PW/162,20-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,DONJIL-5 TAB                  10 TAB,,30049069,10 TAB,480,14.25,6840,410.4,410.4,,7660.8,A TO Z
MP-01580,03-02-2021,  PW/701,03-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,DONJIL-5 TAB                  10 TAB,,30049069,10 TAB,960,14.25,13680,820.8,820.8,,15321.6,A TO Z
MP-01759,02-03-2021,  PW/948,02-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,DONJIL-5 TAB                  10 TAB,,30049069,10 TAB,400,14.25,5700,342,342,,6384,A TO Z
MP-01759,02-03-2021,  PW/948,02-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,DONJIL-5 TAB                  10 TAB,,30049069,10 TAB,600,14.25,8550,513,513,,9576,A TO Z
MP-01840,15-03-2021,  PW/1062,16-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,DONJIL-5 TAB                  10 TAB,,30049069,10 TAB,1000,14.25,14250,855,855,,15960,A TO Z
MP-01161,20-11-2020,  PW/162,20-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,MAX-72 TAB                    1,,40141010,1,760,5.34,4058.4,,,,4058.4,A TO Z
MP-01247,07-12-2020,  PW/255,07-12-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,MAX-72 TAB                    1,,40141010,1,960,5.34,5126.4,,,,5126.4,A TO Z
MP-01580,03-02-2021,  PW/701,03-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,MAX-72 TAB                    1,,40141010,1,1920,5.34,10252.8,,,,10252.8,A TO Z
MP-01647,11-02-2021,  PW/797,12-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,MAX-72 TAB                    1,,40141010,1,960,5.34,5126.4,,,,5126.4,A TO Z
H/7369,19-11-2020,  PW/164,21-11-2020,LAXMI HOSPICARE LLP,Maharashtra,Vasai East IE S.O-Vasai,BUDEPRESS 200 CAP             30CAP,,3004,30CAP,300,57,17100,872.1,872.1,,18844.2,A TO Z
H/7639,24-11-2020,  PW/179,24-11-2020,LAXMI HOSPICARE LLP,Maharashtra,Vasai East IE S.O-Vasai,BUDEPRESS 200 CAP             30CAP,,3004,30CAP,300,62.1,18630,950.13,950.13,,20530.26,A TO Z
H/10948,11-01-2021,  PW/555,12-01-2021,LAXMI HOSPICARE LLP,Maharashtra,Vasai East IE S.O-Vasai,BUDEPRESS 200 CAP             30CAP,,3004,30CAP,300,62.1,18630,950.13,950.13,,20530.26,A TO Z
H/11418,18-01-2021,  PW/596,19-01-2021,LAXMI HOSPICARE LLP,Maharashtra,Vasai East IE S.O-Vasai,BUDEPRESS 200 CAP             30CAP,,3004,30CAP,600,62.1,37260,1900.26,1900.26,,41060.52,A TO Z
